"f0","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","treatment","conversion","visit","exposure"
12.616364906986496,10.059654474774549,8.888717361066844,4.679881620097284,10.280525225748212,4.115453421277861,0.29444271125560606,4.833814577796811,3.9553959684262416,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
12.616364906986496,10.059654474774549,8.978702105514436,4.679881620097284,10.280525225748212,4.115453421277861,0.29444271125560606,4.833814577796811,3.8900522432534186,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
22.01468153362451,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-2.411114577488788,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
26.353176419372765,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-1.288206846212666,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
22.36650938304439,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-4.5954595714654,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
21.97559441674077,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-1.288206846212666,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
23.683984307185515,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-1.288206846212666,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"0","0",0,0
23.278613381931994,10.059654474774549,9.051393314793966,4.679881620097284,10.280525225748212,4.115453421277861,-13.693085558658511,4.833814577796811,3.9553959684262416,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
21.487861712358956,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-8.883666417678066,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"0","0",0,0
12.616364906986496,10.059654474774549,8.889900661831248,4.679881620097284,10.280525225748212,4.115453421277861,0.29444271125560606,4.833814577796811,3.94371597870175,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
19.75485245663959,10.059654474774549,8.891053756711752,3.3597632401945674,10.280525225748212,4.115453421277861,-5.116671866233181,4.833814577796811,3.9553959684262416,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
20.173024745915377,10.059654474774549,9.004013778751995,3.9076618713414297,10.280525225748212,4.115453421277861,-5.116671866233181,4.833814577796811,3.94371597870175,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
12.616364906986496,10.059654474774549,9.030288521580555,4.679881620097284,10.280525225748212,4.115453421277861,0.29444271125560606,4.833814577796811,3.9346562748271774,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
17.3096031539821,10.059654474774549,8.214382844395335,3.9076618713414297,10.280525225748212,4.115453421277861,-1.288206846212666,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
22.29934638537888,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-1.288206846212666,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
12.616364906986496,10.059654474774549,9.03147205450236,4.679881620097284,10.280525225748212,4.115453421277861,0.29444271125560606,4.833814577796811,3.920995387887581,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
25.06354238592179,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-5.576413692425332,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
18.74756978394798,10.059654474774549,8.926893076893194,1.614661665223978,10.280525225748212,4.115453421277861,-8.281970981169724,4.833814577796811,3.910791936852483,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
22.802358192131955,10.059654474774549,8.819995203703343,4.679881620097284,10.280525225748212,4.115453421277861,-3.99376413495706,4.833814577796811,3.807354146087844,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
12.616364906986496,10.059654474774549,8.478172523431562,4.679881620097284,10.280525225748212,4.115453421277861,0.29444271125560606,4.833814577796811,3.899111947127992,23.570167804020073,5.300374864042156,-0.16867922100056124,"1","0",0,0
14.41995549484972,10.059654474774549,8.345523071153869,2.039644860291851,10.280525225748212,4.115453421277861,-5.116671866233181,4.833814577796811,3.94371597870175,18.380111869346717,5.300374864042156,-0.16867922100056124,"1","0",0,0
25.25179535085976,10.059654474774549,8.760459698638423,4.679881620097284,10.280525225748212,4.115453421277861,-8.693224058551676,4.833814577796811,3.9346562748271774,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
12.616364906986496,10.059654474774549,8.236009325048423,4.679881620097284,10.280525225748212,4.115453421277861,0.29444271125560606,4.833814577796811,3.747200499159931,46.366540911082176,5.300374864042156,-0.16867922100056124,"0","0",0,0
19.900658755066974,10.059654474774549,8.345676479468148,0.6040651760960474,11.02958446403841,4.115453421277861,-19.87637218961388,4.833814577796811,3.8026899679144432,33.95027967336679,6.295169053268616,-0.16867922100056124,"1","0",0,0
22.16075596949355,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-3.99376413495706,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
24.30277060100449,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-8.693224058551676,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"0","0",0,0
26.537241257157863,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-1.288206846212666,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
22.205966638452765,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-3.99376413495706,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
12.616364906986496,10.059654474774549,8.75684256428217,4.679881620097284,10.280525225748212,4.115453421277861,0.29444271125560606,4.833814577796811,3.9553959684262416,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
12.616364906986496,10.059654474774549,8.426630138507894,4.679881620097284,10.280525225748212,4.115453421277861,0.29444271125560606,4.833814577796811,3.8523127680308344,34.621265762714486,5.300374864042156,-0.16867922100056124,"1","0",0,0
26.002180874893877,10.059654474774549,8.599669052298736,4.679881620097284,10.280525225748212,4.115453421277861,-5.576413692425332,4.833814577796811,3.808791476334592,31.144699537578525,5.300374864042156,-0.16867922100056124,"1","0",0,0
16.01769970426825,10.059654474774549,8.214382844395335,3.3597632401945674,10.280525225748212,4.115453421277861,-2.411114577488788,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
23.76008192693284,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-1.288206846212666,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
24.652954489384037,10.059654474774549,8.234095734606633,4.679881620097284,10.280525225748212,4.115453421277861,-4.5954595714654,4.833814577796811,3.789390376700139,40.90417613241026,5.300374864042156,-0.16867922100056124,"1","0",1,0
12.616364906986496,10.059654474774549,8.744591500730595,4.679881620097284,10.280525225748212,4.115453421277861,0.29444271125560606,4.833814577796811,3.8215838737049657,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
25.53111014759217,10.059654474774549,9.047436998812088,4.679881620097284,10.280525225748212,4.115453421277861,-7.822229154977576,4.833814577796811,3.9553959684262416,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
17.98747659492537,10.059654474774549,8.810794784430701,3.9076618713414297,10.280525225748212,4.115453421277861,-8.693224058551676,4.833814577796811,3.920995387887581,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
24.045778377998474,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-2.411114577488788,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
21.84884307074148,10.059654474774549,8.815940361463806,4.679881620097284,11.973287497876754,4.115453421277861,-13.583126341272685,4.833814577796811,3.830518460872806,13.190055934673358,6.143387749631783,-0.16867922100056124,"1","0",0,0
12.616364906986496,10.059654474774549,8.595177554020715,4.679881620097284,10.280525225748212,4.115453421277861,0.29444271125560606,4.833814577796811,3.94371597870175,18.380111869346717,5.300374864042156,-0.16867922100056124,"1","0",0,0
13.611677772952117,10.059654474774549,8.214382844395335,-0.6005918995135815,10.280525225748212,4.115453421277861,-10.527786443721968,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
17.41036175760671,10.059654474774549,8.242001086188036,1.8153237426828583,10.280525225748212,4.115453421277861,-9.2387560212969,4.833814577796811,3.847293999488202,21.41609996777592,5.300374864042156,-0.16867922100056124,"1","0",1,0
19.34971216372595,10.059654474774549,8.898960481585338,3.3597632401945674,10.280525225748212,4.115453421277861,-2.411114577488788,4.833814577796811,3.787832912452353,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
26.720150695375672,10.059654474774549,8.58028681924125,4.679881620097284,10.280525225748212,4.115453421277861,-5.576413692425332,4.833814577796811,3.864711366589331,25.95464360290517,5.300374864042156,-0.16867922100056124,"0","0",1,0
22.66750304186404,10.059654474774549,8.935588462429976,4.679881620097284,10.280525225748212,4.115453421277861,-7.822229154977576,4.833814577796811,3.820593572434443,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
14.002424383529432,10.059654474774549,8.893145596224384,0.8424419164681236,10.280525225748212,4.115453421277861,-10.527786443721968,4.833814577796811,3.8388048015703418,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
24.492800073131953,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-6.359690430716956,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
22.50267803181326,10.059654474774549,8.961246966209124,4.679881620097284,10.280525225748212,4.115453421277861,-1.288206846212666,4.833814577796811,3.9553959684262416,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
25.3507367633464,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-1.288206846212666,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
12.616364906986496,10.059654474774549,8.726632440302708,4.679881620097284,10.280525225748212,4.115453421277861,0.29444271125560606,4.833814577796811,3.814685915180617,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
24.333418536345818,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-1.288206846212666,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
21.977858674898595,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-8.693224058551676,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"0","0",0,0
24.62815984626561,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-5.576413692425332,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
12.616364906986496,10.059654474774549,8.742010002382404,4.679881620097284,10.280525225748212,4.115453421277861,0.29444271125560606,4.833814577796811,3.872697871260667,13.190055934673358,5.300374864042156,-0.16867922100056124,"0","0",0,0
12.616364906986496,10.059654474774549,9.042515578924958,4.679881620097284,11.02958446403841,4.115453421277861,0.29444271125560606,4.833814577796811,3.8709699364788666,13.190055934673358,6.461674166545314,-0.16867922100056124,"1","0",0,0
14.26662643792287,10.059654474774549,8.214382844395335,2.9347800451266948,10.280525225748212,4.115453421277861,-3.2821094810628875,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
20.887440393332422,10.059654474774549,8.461100964017154,4.679881620097284,10.280525225748212,1.128517763140921,-19.46635452736594,9.052356655832083,3.8545079155542328,21.41609996777592,5.300374864042156,-0.16867922100056124,"1","0",0,0
25.24452486207444,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-1.288206846212666,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
12.616364906986496,10.059654474774549,8.610210582538686,4.679881620097284,10.280525225748212,4.115453421277861,0.29444271125560606,4.833814577796811,3.9553959684262416,16.226044033102564,5.300374864042156,-0.16867922100056124,"1","0",0,0
23.408929988676796,10.059654474774549,8.214382844395335,4.679881620097284,10.280525225748212,4.115453421277861,-3.99376413495706,4.833814577796811,3.971857989350875,13.190055934673358,5.300374864042156,-0.16867922100056124,"1","0",0,0
